fasta_id	protein_id	locus_id
CAJOBZ010000005.1	CAF4797645.1	PMACD_LOCUS3254
CAJOBZ010000005.1	CAF4797662.1	PMACD_LOCUS3255
CAJOBZ010000005.1	CAF4797678.1	PMACD_LOCUS3256
CAJOBZ010000005.1	CAF4797690.1	PMACD_LOCUS3257
CAJOBZ010000005.1	CAF4797703.1	PMACD_LOCUS3258
CAJOBZ010000005.1	CAF4797718.1	PMACD_LOCUS3259
CAJOBZ010000005.1	CAF4797734.1	PMACD_LOCUS3260
CAJOBZ010000005.1	CAF4797750.1	PMACD_LOCUS3261
CAJOBZ010000005.1	CAF4797776.1	PMACD_LOCUS3262
CAJOBZ010000005.1	CAF4797764.1	PMACD_LOCUS3262
CAJOBZ010000005.1	CAF4797791.1	PMACD_LOCUS3263
CAJOBZ010000005.1	CAF4797805.1	PMACD_LOCUS3264
CAJOBZ010000005.1	CAF4797823.1	PMACD_LOCUS3265
CAJOBZ010000005.1	CAF4797838.1	PMACD_LOCUS3266
CAJOBZ010000005.1	CAF4797852.1	PMACD_LOCUS3267
CAJOBZ010000005.1	CAF4797867.1	PMACD_LOCUS3268
CAJOBZ010000005.1	CAF4797882.1	PMACD_LOCUS3269
CAJOBZ010000005.1	CAF4797900.1	PMACD_LOCUS3270
CAJOBZ010000005.1	CAF4797915.1	PMACD_LOCUS3271
CAJOBZ010000005.1	CAF4797932.1	PMACD_LOCUS3272
CAJOBZ010000005.1	CAF4797973.1	PMACD_LOCUS3273
CAJOBZ010000005.1	CAF4797949.1	PMACD_LOCUS3273
CAJOBZ010000005.1	CAF4797965.1	PMACD_LOCUS3273
CAJOBZ010000005.1	CAF4797986.1	PMACD_LOCUS3274
CAJOBZ010000005.1	CAF4798000.1	PMACD_LOCUS3275
CAJOBZ010000005.1	CAF4798014.1	PMACD_LOCUS3276
CAJOBZ010000005.1	CAF4798030.1	PMACD_LOCUS3277
CAJOBZ010000005.1	CAF4798048.1	PMACD_LOCUS3278
CAJOBZ010000005.1	CAF4798077.1	PMACD_LOCUS3279
CAJOBZ010000005.1	CAF4798062.1	PMACD_LOCUS3279
CAJOBZ010000005.1	CAF4798089.1	PMACD_LOCUS3280
CAJOBZ010000005.1	CAF4798103.1	PMACD_LOCUS3281
CAJOBZ010000005.1	CAF4798120.1	PMACD_LOCUS3282
CAJOBZ010000005.1	CAF4798136.1	PMACD_LOCUS3283
CAJOBZ010000005.1	CAF4798153.1	PMACD_LOCUS3284
CAJOBZ010000005.1	CAF4798167.1	PMACD_LOCUS3285
CAJOBZ010000005.1	CAF4798182.1	PMACD_LOCUS3286
CAJOBZ010000005.1	CAF4798198.1	PMACD_LOCUS3287
CAJOBZ010000005.1	CAF4798211.1	PMACD_LOCUS3288
CAJOBZ010000005.1	CAF4798224.1	PMACD_LOCUS3289
CAJOBZ010000005.1	CAF4798236.1	PMACD_LOCUS3289
CAJOBZ010000005.1	CAF4798249.1	PMACD_LOCUS3290
CAJOBZ010000005.1	CAF4798264.1	PMACD_LOCUS3290
CAJOBZ010000005.1	CAF4798280.1	PMACD_LOCUS3291
CAJOBZ010000005.1	CAF4798293.1	PMACD_LOCUS3292
CAJOBZ010000005.1	CAF4798309.1	PMACD_LOCUS3293
CAJOBZ010000005.1	CAF4798325.1	PMACD_LOCUS3294
CAJOBZ010000005.1	CAF4798342.1	PMACD_LOCUS3295
CAJOBZ010000005.1	CAF4798358.1	PMACD_LOCUS3296
CAJOBZ010000005.1	CAF4798372.1	PMACD_LOCUS3297
CAJOBZ010000005.1	CAF4798386.1	PMACD_LOCUS3298
CAJOBZ010000005.1	CAF4798400.1	PMACD_LOCUS3299
CAJOBZ010000005.1	CAF4798416.1	PMACD_LOCUS3300
CAJOBZ010000005.1	CAF4798429.1	PMACD_LOCUS3301
CAJOBZ010000005.1	CAF4798446.1	PMACD_LOCUS3302
CAJOBZ010000005.1	CAF4798462.1	PMACD_LOCUS3303
CAJOBZ010000005.1	CAF4798475.1	PMACD_LOCUS3304
CAJOBZ010000005.1	CAF4798487.1	PMACD_LOCUS3305
CAJOBZ010000005.1	CAF4798504.1	PMACD_LOCUS3306
CAJOBZ010000005.1	CAF4798520.1	PMACD_LOCUS3307
CAJOBZ010000005.1	CAF4798534.1	PMACD_LOCUS3307
CAJOBZ010000005.1	CAF4798549.1	PMACD_LOCUS3308
CAJOBZ010000005.1	CAF4798569.1	PMACD_LOCUS3309
CAJOBZ010000005.1	CAF4798586.1	PMACD_LOCUS3310
CAJOBZ010000005.1	CAF4798600.1	PMACD_LOCUS3311
CAJOBZ010000005.1	CAF4798613.1	PMACD_LOCUS3312
CAJOBZ010000005.1	CAF4798626.1	PMACD_LOCUS3313
CAJOBZ010000005.1	CAF4798641.1	PMACD_LOCUS3314
CAJOBZ010000005.1	CAF4798656.1	PMACD_LOCUS3315
CAJOBZ010000005.1	CAF4798669.1	PMACD_LOCUS3316
CAJOBZ010000005.1	CAF4798687.1	PMACD_LOCUS3317
CAJOBZ010000005.1	CAF4798699.1	PMACD_LOCUS3318
CAJOBZ010000005.1	CAF4798719.1	PMACD_LOCUS3319
CAJOBZ010000005.1	CAF4798736.1	PMACD_LOCUS3320
CAJOBZ010000005.1	CAF4798751.1	PMACD_LOCUS3321
CAJOBZ010000005.1	CAF4798763.1	PMACD_LOCUS3322
CAJOBZ010000005.1	CAF4798781.1	PMACD_LOCUS3323
CAJOBZ010000005.1	CAF4798795.1	PMACD_LOCUS3324
CAJOBZ010000005.1	CAF4798810.1	PMACD_LOCUS3325
CAJOBZ010000005.1	CAF4798823.1	PMACD_LOCUS3326
CAJOBZ010000005.1	CAF4798839.1	PMACD_LOCUS3327
CAJOBZ010000005.1	CAF4798852.1	PMACD_LOCUS3328
CAJOBZ010000005.1	CAF4798865.1	PMACD_LOCUS3329
CAJOBZ010000005.1	CAF4798877.1	PMACD_LOCUS3330
CAJOBZ010000005.1	CAF4798889.1	PMACD_LOCUS3331
CAJOBZ010000005.1	CAF4798906.1	PMACD_LOCUS3332
CAJOBZ010000005.1	CAF4798922.1	PMACD_LOCUS3333
CAJOBZ010000005.1	CAF4798937.1	PMACD_LOCUS3334
CAJOBZ010000005.1	CAF4798953.1	PMACD_LOCUS3335
CAJOBZ010000005.1	CAF4798968.1	PMACD_LOCUS3336
CAJOBZ010000005.1	CAF4798984.1	PMACD_LOCUS3336
CAJOBZ010000005.1	CAF4799001.1	PMACD_LOCUS3336
CAJOBZ010000005.1	CAF4799017.1	PMACD_LOCUS3337
CAJOBZ010000005.1	CAF4799032.1	PMACD_LOCUS3338
CAJOBZ010000005.1	CAF4799049.1	PMACD_LOCUS3338
CAJOBZ010000005.1	CAF4799066.1	PMACD_LOCUS3338
CAJOBZ010000005.1	CAF4799081.1	PMACD_LOCUS3339
CAJOBZ010000005.1	CAF4799096.1	PMACD_LOCUS3340
CAJOBZ010000005.1	CAF4799114.1	PMACD_LOCUS3341
CAJOBZ010000005.1	CAF4799132.1	PMACD_LOCUS3341
CAJOBZ010000005.1	CAF4799151.1	PMACD_LOCUS3342
CAJOBZ010000005.1	CAF4799178.1	PMACD_LOCUS3343
CAJOBZ010000005.1	CAF4799161.1	PMACD_LOCUS3343
CAJOBZ010000005.1	CAF4799192.1	PMACD_LOCUS3344
CAJOBZ010000005.1	CAF4799209.1	PMACD_LOCUS3345
CAJOBZ010000005.1	CAF4799228.1	PMACD_LOCUS3346
CAJOBZ010000005.1	CAF4799245.1	PMACD_LOCUS3347
CAJOBZ010000005.1	CAF4799253.1	PMACD_LOCUS3348
CAJOBZ010000005.1	CAF4799268.1	PMACD_LOCUS3348
CAJOBZ010000005.1	CAF4799282.1	PMACD_LOCUS3349
CAJOBZ010000005.1	CAF4799296.1	PMACD_LOCUS3350
CAJOBZ010000005.1	CAF4799316.1	PMACD_LOCUS3351
CAJOBZ010000005.1	CAF4799331.1	PMACD_LOCUS3352
CAJOBZ010000005.1	CAF4799344.1	PMACD_LOCUS3353
CAJOBZ010000005.1	CAF4799358.1	PMACD_LOCUS3354
CAJOBZ010000005.1	CAF4799373.1	PMACD_LOCUS3355
CAJOBZ010000005.1	CAF4799386.1	PMACD_LOCUS3356
CAJOBZ010000005.1	CAF4799401.1	PMACD_LOCUS3357
CAJOBZ010000005.1	CAF4799416.1	PMACD_LOCUS3358
CAJOBZ010000005.1	CAF4799430.1	PMACD_LOCUS3359
CAJOBZ010000005.1	CAF4799443.1	PMACD_LOCUS3360
CAJOBZ010000005.1	CAF4799458.1	PMACD_LOCUS3361
CAJOBZ010000006.1	CAF4799677.1	PMACD_LOCUS3362
CAJOBZ010000006.1	CAF4799688.1	PMACD_LOCUS3363
CAJOBZ010000006.1	CAF4799705.1	PMACD_LOCUS3364
CAJOBZ010000006.1	CAF4799721.1	PMACD_LOCUS3365
CAJOBZ010000006.1	CAF4799738.1	PMACD_LOCUS3366
CAJOBZ010000006.1	CAF4799751.1	PMACD_LOCUS3367
CAJOBZ010000006.1	CAF4799764.1	PMACD_LOCUS3368
CAJOBZ010000006.1	CAF4799777.1	PMACD_LOCUS3369
CAJOBZ010000006.1	CAF4799791.1	PMACD_LOCUS3370
CAJOBZ010000006.1	CAF4799806.1	PMACD_LOCUS3371
CAJOBZ010000006.1	CAF4799818.1	PMACD_LOCUS3372
CAJOBZ010000006.1	CAF4799836.1	PMACD_LOCUS3373
CAJOBZ010000006.1	CAF4799852.1	PMACD_LOCUS3374
CAJOBZ010000006.1	CAF4799864.1	PMACD_LOCUS3375
CAJOBZ010000006.1	CAF4799878.1	PMACD_LOCUS3376
CAJOBZ010000006.1	CAF4799893.1	PMACD_LOCUS3377
CAJOBZ010000006.1	CAF4799908.1	PMACD_LOCUS3378
CAJOBZ010000006.1	CAF4799925.1	PMACD_LOCUS3378
CAJOBZ010000006.1	CAF4799943.1	PMACD_LOCUS3379
CAJOBZ010000006.1	CAF4799959.1	PMACD_LOCUS3380
CAJOBZ010000006.1	CAF4799971.1	PMACD_LOCUS3381
CAJOBZ010000006.1	CAF4799985.1	PMACD_LOCUS3382
CAJOBZ010000006.1	CAF4799999.1	PMACD_LOCUS3383
CAJOBZ010000006.1	CAF4800013.1	PMACD_LOCUS3384
CAJOBZ010000006.1	CAF4800030.1	PMACD_LOCUS3385
CAJOBZ010000006.1	CAF4800045.1	PMACD_LOCUS3386
CAJOBZ010000006.1	CAF4800060.1	PMACD_LOCUS3387
CAJOBZ010000006.1	CAF4800074.1	PMACD_LOCUS3388
CAJOBZ010000006.1	CAF4800088.1	PMACD_LOCUS3389
CAJOBZ010000006.1	CAF4800090.1	PMACD_LOCUS3390
CAJOBZ010000006.1	CAF4800100.1	PMACD_LOCUS3391
CAJOBZ010000006.1	CAF4800110.1	PMACD_LOCUS3392
CAJOBZ010000006.1	CAF4800123.1	PMACD_LOCUS3393
CAJOBZ010000006.1	CAF4800136.1	PMACD_LOCUS3394
CAJOBZ010000006.1	CAF4800151.1	PMACD_LOCUS3395
CAJOBZ010000006.1	CAF4800179.1	PMACD_LOCUS3396
CAJOBZ010000006.1	CAF4800166.1	PMACD_LOCUS3396
CAJOBZ010000006.1	CAF4800191.1	PMACD_LOCUS3397
CAJOBZ010000006.1	CAF4800225.1	PMACD_LOCUS3398
CAJOBZ010000006.1	CAF4800209.1	PMACD_LOCUS3398
CAJOBZ010000006.1	CAF4800255.1	PMACD_LOCUS3399
CAJOBZ010000006.1	CAF4800241.1	PMACD_LOCUS3399
CAJOBZ010000006.1	CAF4800266.1	PMACD_LOCUS3400
CAJOBZ010000006.1	CAF4800282.1	PMACD_LOCUS3401
CAJOBZ010000006.1	CAF4800299.1	PMACD_LOCUS3402
CAJOBZ010000006.1	CAF4800311.1	PMACD_LOCUS3403
CAJOBZ010000006.1	CAF4800326.1	PMACD_LOCUS3404
CAJOBZ010000006.1	CAF4800341.1	PMACD_LOCUS3405
CAJOBZ010000006.1	CAF4800355.1	PMACD_LOCUS3406
CAJOBZ010000006.1	CAF4800370.1	PMACD_LOCUS3407
CAJOBZ010000006.1	CAF4800382.1	PMACD_LOCUS3408
CAJOBZ010000006.1	CAF4800398.1	PMACD_LOCUS3409
CAJOBZ010000006.1	CAF4800417.1	PMACD_LOCUS3410
CAJOBZ010000006.1	CAF4800430.1	PMACD_LOCUS3411
CAJOBZ010000006.1	CAF4800445.1	PMACD_LOCUS3412
CAJOBZ010000006.1	CAF4800461.1	PMACD_LOCUS3413
CAJOBZ010000006.1	CAF4800475.1	PMACD_LOCUS3414
CAJOBZ010000006.1	CAF4800488.1	PMACD_LOCUS3415
CAJOBZ010000006.1	CAF4800504.1	PMACD_LOCUS3416
CAJOBZ010000006.1	CAF4800518.1	PMACD_LOCUS3417
CAJOBZ010000006.1	CAF4800536.1	PMACD_LOCUS3418
CAJOBZ010000006.1	CAF4800551.1	PMACD_LOCUS3419
CAJOBZ010000006.1	CAF4800565.1	PMACD_LOCUS3420
CAJOBZ010000006.1	CAF4800579.1	PMACD_LOCUS3421
CAJOBZ010000006.1	CAF4800647.1	PMACD_LOCUS3422
CAJOBZ010000006.1	CAF4800628.1	PMACD_LOCUS3422
CAJOBZ010000006.1	CAF4800612.1	PMACD_LOCUS3422
CAJOBZ010000006.1	CAF4800596.1	PMACD_LOCUS3422
CAJOBZ010000006.1	CAF4800665.1	PMACD_LOCUS3422
CAJOBZ010000006.1	CAF4800679.1	PMACD_LOCUS3423
CAJOBZ010000006.1	CAF4800694.1	PMACD_LOCUS3424
CAJOBZ010000006.1	CAF4800713.1	PMACD_LOCUS3424
CAJOBZ010000006.1	CAF4800728.1	PMACD_LOCUS3425
CAJOBZ010000006.1	CAF4800742.1	PMACD_LOCUS3426
CAJOBZ010000006.1	CAF4800757.1	PMACD_LOCUS3427
CAJOBZ010000006.1	CAF4800768.1	PMACD_LOCUS3428
CAJOBZ010000006.1	CAF4800784.1	PMACD_LOCUS3429
CAJOBZ010000006.1	CAF4800798.1	PMACD_LOCUS3430
CAJOBZ010000006.1	CAF4800814.1	PMACD_LOCUS3431
CAJOBZ010000006.1	CAF4800833.1	PMACD_LOCUS3432
CAJOBZ010000006.1	CAF4800848.1	PMACD_LOCUS3432
CAJOBZ010000006.1	CAF4800863.1	PMACD_LOCUS3433
CAJOBZ010000006.1	CAF4800880.1	PMACD_LOCUS3433
CAJOBZ010000006.1	CAF4800897.1	PMACD_LOCUS3434
CAJOBZ010000006.1	CAF4800915.1	PMACD_LOCUS3435
CAJOBZ010000006.1	CAF4800929.1	PMACD_LOCUS3436
CAJOBZ010000006.1	CAF4800944.1	PMACD_LOCUS3437
CAJOBZ010000006.1	CAF4800959.1	PMACD_LOCUS3438
CAJOBZ010000006.1	CAF4800976.1	PMACD_LOCUS3439
CAJOBZ010000006.1	CAF4800983.1	PMACD_LOCUS3440
CAJOBZ010000006.1	CAF4800999.1	PMACD_LOCUS3441
CAJOBZ010000006.1	CAF4801015.1	PMACD_LOCUS3442
CAJOBZ010000006.1	CAF4801029.1	PMACD_LOCUS3443
CAJOBZ010000006.1	CAF4801044.1	PMACD_LOCUS3444
CAJOBZ010000006.1	CAF4801063.1	PMACD_LOCUS3445
CAJOBZ010000006.1	CAF4801076.1	PMACD_LOCUS3446
CAJOBZ010000006.1	CAF4801095.1	PMACD_LOCUS3447
CAJOBZ010000006.1	CAF4801115.1	PMACD_LOCUS3448
CAJOBZ010000006.1	CAF4801130.1	PMACD_LOCUS3449
CAJOBZ010000006.1	CAF4801143.1	PMACD_LOCUS3450
CAJOBZ010000006.1	CAF4801156.1	PMACD_LOCUS3451
CAJOBZ010000006.1	CAF4801170.1	PMACD_LOCUS3452
CAJOBZ010000006.1	CAF4801186.1	PMACD_LOCUS3453
CAJOBZ010000006.1	CAF4801199.1	PMACD_LOCUS3454
CAJOBZ010000006.1	CAF4801217.1	PMACD_LOCUS3455
CAJOBZ010000006.1	CAF4801233.1	PMACD_LOCUS3456
CAJOBZ010000006.1	CAF4801247.1	PMACD_LOCUS3457
CAJOBZ010000006.1	CAF4801263.1	PMACD_LOCUS3458
CAJOBZ010000006.1	CAF4801277.1	PMACD_LOCUS3459
CAJOBZ010000006.1	CAF4801293.1	PMACD_LOCUS3460
CAJOBZ010000006.1	CAF4801310.1	PMACD_LOCUS3461
CAJOBZ010000006.1	CAF4801324.1	PMACD_LOCUS3462
CAJOBZ010000006.1	CAF4801340.1	PMACD_LOCUS3463
CAJOBZ010000006.1	CAF4801355.1	PMACD_LOCUS3463
CAJOBZ010000006.1	CAF4801369.1	PMACD_LOCUS3464
CAJOBZ010000006.1	CAF4801382.1	PMACD_LOCUS3465
CAJOBZ010000006.1	CAF4801397.1	PMACD_LOCUS3466
CAJOBZ010000006.1	CAF4801413.1	PMACD_LOCUS3467
CAJOBZ010000006.1	CAF4801431.1	PMACD_LOCUS3468
CAJOBZ010000006.1	CAF4801445.1	PMACD_LOCUS3468
CAJOBZ010000006.1	CAF4801461.1	PMACD_LOCUS3469
CAJOBZ010000006.1	CAF4801480.1	PMACD_LOCUS3470
CAJOBZ010000006.1	CAF4801495.1	PMACD_LOCUS3471
CAJOBZ010000006.1	CAF4801512.1	PMACD_LOCUS3472
CAJOBZ010000006.1	CAF4801528.1	PMACD_LOCUS3473
CAJOBZ010000006.1	CAF4801546.1	PMACD_LOCUS3474
CAJOBZ010000006.1	CAF4801561.1	PMACD_LOCUS3475
CAJOBZ010000006.1	CAF4801578.1	PMACD_LOCUS3476
CAJOBZ010000006.1	CAF4801593.1	PMACD_LOCUS3477
CAJOBZ010000006.1	CAF4801609.1	PMACD_LOCUS3478
CAJOBZ010000006.1	CAF4801622.1	PMACD_LOCUS3479
CAJOBZ010000006.1	CAF4801636.1	PMACD_LOCUS3480
CAJOBZ010000006.1	CAF4801652.1	PMACD_LOCUS3481
CAJOBZ010000006.1	CAF4801670.1	PMACD_LOCUS3482
CAJOBZ010000006.1	CAF4801688.1	PMACD_LOCUS3483
CAJOBZ010000006.1	CAF4801701.1	PMACD_LOCUS3484
CAJOBZ010000006.1	CAF4801713.1	PMACD_LOCUS3485
CAJOBZ010000006.1	CAF4801731.1	PMACD_LOCUS3486
CAJOBZ010000006.1	CAF4801749.1	PMACD_LOCUS3487
CAJOBZ010000006.1	CAF4801764.1	PMACD_LOCUS3488
CAJOBZ010000006.1	CAF4801781.1	PMACD_LOCUS3489
CAJOBZ010000006.1	CAF4801796.1	PMACD_LOCUS3490
CAJOBZ010000006.1	CAF4801810.1	PMACD_LOCUS3491
CAJOBZ010000006.1	CAF4801826.1	PMACD_LOCUS3492
CAJOBZ010000006.1	CAF4801835.1	PMACD_LOCUS3493
CAJOBZ010000006.1	CAF4801870.1	PMACD_LOCUS3494
CAJOBZ010000006.1	CAF4801855.1	PMACD_LOCUS3494
CAJOBZ010000006.1	CAF4801888.1	PMACD_LOCUS3494
CAJOBZ010000006.1	CAF4801902.1	PMACD_LOCUS3495
CAJOBZ010000006.1	CAF4801919.1	PMACD_LOCUS3496
CAJOBZ010000006.1	CAF4801935.1	PMACD_LOCUS3497
CAJOBZ010000006.1	CAF4801950.1	PMACD_LOCUS3497
CAJOBZ010000006.1	CAF4801965.1	PMACD_LOCUS3498
CAJOBZ010000006.1	CAF4801980.1	PMACD_LOCUS3499
CAJOBZ010000006.1	CAF4801999.1	PMACD_LOCUS3500
CAJOBZ010000006.1	CAF4802012.1	PMACD_LOCUS3501
CAJOBZ010000006.1	CAF4802042.1	PMACD_LOCUS3502
CAJOBZ010000006.1	CAF4802028.1	PMACD_LOCUS3502
CAJOBZ010000006.1	CAF4802054.1	PMACD_LOCUS3503
CAJOBZ010000006.1	CAF4802068.1	PMACD_LOCUS3504
CAJOBZ010000006.1	CAF4802082.1	PMACD_LOCUS3504
CAJOBZ010000006.1	CAF4802100.1	PMACD_LOCUS3505
CAJOBZ010000006.1	CAF4802117.1	PMACD_LOCUS3506
CAJOBZ010000006.1	CAF4802130.1	PMACD_LOCUS3507
CAJOBZ010000006.1	CAF4802146.1	PMACD_LOCUS3508
CAJOBZ010000006.1	CAF4802162.1	PMACD_LOCUS3509
CAJOBZ010000006.1	CAF4802179.1	PMACD_LOCUS3509
CAJOBZ010000006.1	CAF4802194.1	PMACD_LOCUS3510
CAJOBZ010000006.1	CAF4802211.1	PMACD_LOCUS3511
CAJOBZ010000006.1	CAF4802227.1	PMACD_LOCUS3512
CAJOBZ010000006.1	CAF4802244.1	PMACD_LOCUS3513
CAJOBZ010000006.1	CAF4802256.1	PMACD_LOCUS3514
CAJOBZ010000006.1	CAF4802271.1	PMACD_LOCUS3515
CAJOBZ010000006.1	CAF4802284.1	PMACD_LOCUS3516
CAJOBZ010000006.1	CAF4802298.1	PMACD_LOCUS3517
CAJOBZ010000006.1	CAF4802315.1	PMACD_LOCUS3518
CAJOBZ010000006.1	CAF4802329.1	PMACD_LOCUS3518
CAJOBZ010000006.1	CAF4802346.1	PMACD_LOCUS3519
CAJOBZ010000006.1	CAF4802362.1	PMACD_LOCUS3520
CAJOBZ010000006.1	CAF4802378.1	PMACD_LOCUS3521
CAJOBZ010000006.1	CAF4802395.1	PMACD_LOCUS3522
CAJOBZ010000006.1	CAF4802413.1	PMACD_LOCUS3523
CAJOBZ010000006.1	CAF4802429.1	PMACD_LOCUS3524
CAJOBZ010000006.1	CAF4802444.1	PMACD_LOCUS3525
CAJOBZ010000006.1	CAF4802458.1	PMACD_LOCUS3526
CAJOBZ010000006.1	CAF4802465.1	PMACD_LOCUS3527
CAJOBZ010000006.1	CAF4802478.1	PMACD_LOCUS3528
CAJOBZ010000006.1	CAF4802491.1	PMACD_LOCUS3529
CAJOBZ010000006.1	CAF4802507.1	PMACD_LOCUS3530
CAJOBZ010000006.1	CAF4802521.1	PMACD_LOCUS3531
CAJOBZ010000006.1	CAF4802535.1	PMACD_LOCUS3532
CAJOBZ010000006.1	CAF4802552.1	PMACD_LOCUS3533
CAJOBZ010000006.1	CAF4802567.1	PMACD_LOCUS3534
CAJOBZ010000006.1	CAF4802583.1	PMACD_LOCUS3535
CAJOBZ010000006.1	CAF4802597.1	PMACD_LOCUS3536
CAJOBZ010000006.1	CAF4802609.1	PMACD_LOCUS3537
CAJOBZ010000006.1	CAF4802622.1	PMACD_LOCUS3538
CAJOBZ010000006.1	CAF4802636.1	PMACD_LOCUS3539
CAJOBZ010000006.1	CAF4802649.1	PMACD_LOCUS3540
CAJOBZ010000006.1	CAF4802667.1	PMACD_LOCUS3540
CAJOBZ010000006.1	CAF4802680.1	PMACD_LOCUS3541
CAJOBZ010000006.1	CAF4802692.1	PMACD_LOCUS3542
CAJOBZ010000006.1	CAF4802707.1	PMACD_LOCUS3543
CAJOBZ010000006.1	CAF4802722.1	PMACD_LOCUS3544
CAJOBZ010000006.1	CAF4802736.1	PMACD_LOCUS3544
CAJOBZ010000006.1	CAF4802766.1	PMACD_LOCUS3545
CAJOBZ010000006.1	CAF4802750.1	PMACD_LOCUS3545
CAJOBZ010000006.1	CAF4802778.1	PMACD_LOCUS3546
CAJOBZ010000006.1	CAF4802790.1	PMACD_LOCUS3547
CAJOBZ010000006.1	CAF4802806.1	PMACD_LOCUS3548
CAJOBZ010000006.1	CAF4802825.1	PMACD_LOCUS3549
CAJOBZ010000006.1	CAF4802841.1	PMACD_LOCUS3550
CAJOBZ010000006.1	CAF4802857.1	PMACD_LOCUS3551
CAJOBZ010000006.1	CAF4802873.1	PMACD_LOCUS3551
CAJOBZ010000006.1	CAF4802887.1	PMACD_LOCUS3552
CAJOBZ010000006.1	CAF4802901.1	PMACD_LOCUS3553
CAJOBZ010000006.1	CAF4802916.1	PMACD_LOCUS3554
CAJOBZ010000006.1	CAF4802929.1	PMACD_LOCUS3555
CAJOBZ010000006.1	CAF4802943.1	PMACD_LOCUS3556
CAJOBZ010000006.1	CAF4802959.1	PMACD_LOCUS3557
CAJOBZ010000006.1	CAF4802974.1	PMACD_LOCUS3558
CAJOBZ010000006.1	CAF4802988.1	PMACD_LOCUS3559
CAJOBZ010000006.1	CAF4803002.1	PMACD_LOCUS3559
CAJOBZ010000006.1	CAF4803019.1	PMACD_LOCUS3559
CAJOBZ010000006.1	CAF4803033.1	PMACD_LOCUS3560
CAJOBZ010000006.1	CAF4803047.1	PMACD_LOCUS3561
CAJOBZ010000006.1	CAF4803061.1	PMACD_LOCUS3562
CAJOBZ010000006.1	CAF4803090.1	PMACD_LOCUS3563
CAJOBZ010000006.1	CAF4803075.1	PMACD_LOCUS3563
CAJOBZ010000006.1	CAF4803103.1	PMACD_LOCUS3564
CAJOBZ010000006.1	CAF4803116.1	PMACD_LOCUS3564
CAJOBZ010000006.1	CAF4803130.1	PMACD_LOCUS3565
CAJOBZ010000006.1	CAF4803145.1	PMACD_LOCUS3566
CAJOBZ010000006.1	CAF4803157.1	PMACD_LOCUS3567
CAJOBZ010000006.1	CAF4803170.1	PMACD_LOCUS3568
CAJOBZ010000006.1	CAF4803186.1	PMACD_LOCUS3569
CAJOBZ010000006.1	CAF4803199.1	PMACD_LOCUS3570
CAJOBZ010000006.1	CAF4803213.1	PMACD_LOCUS3570
CAJOBZ010000006.1	CAF4803228.1	PMACD_LOCUS3571
CAJOBZ010000006.1	CAF4803245.1	PMACD_LOCUS3571
CAJOBZ010000006.1	CAF4803261.1	PMACD_LOCUS3572
CAJOBZ010000006.1	CAF4803275.1	PMACD_LOCUS3573
CAJOBZ010000006.1	CAF4803294.1	PMACD_LOCUS3574
CAJOBZ010000006.1	CAF4803321.1	PMACD_LOCUS3575
CAJOBZ010000006.1	CAF4803306.1	PMACD_LOCUS3575
CAJOBZ010000006.1	CAF4803337.1	PMACD_LOCUS3576
CAJOBZ010000006.1	CAF4803350.1	PMACD_LOCUS3577
CAJOBZ010000006.1	CAF4803362.1	PMACD_LOCUS3578
CAJOBZ010000006.1	CAF4803377.1	PMACD_LOCUS3579
CAJOBZ010000006.1	CAF4803392.1	PMACD_LOCUS3580
CAJOBZ010000006.1	CAF4803407.1	PMACD_LOCUS3581
CAJOBZ010000006.1	CAF4803424.1	PMACD_LOCUS3582
CAJOBZ010000006.1	CAF4803437.1	PMACD_LOCUS3583
CAJOBZ010000006.1	CAF4803453.1	PMACD_LOCUS3584
CAJOBZ010000006.1	CAF4803469.1	PMACD_LOCUS3585
CAJOBZ010000006.1	CAF4803485.1	PMACD_LOCUS3586
CAJOBZ010000006.1	CAF4803501.1	PMACD_LOCUS3587
CAJOBZ010000006.1	CAF4803513.1	PMACD_LOCUS3588
CAJOBZ010000006.1	CAF4803528.1	PMACD_LOCUS3589
CAJOBZ010000006.1	CAF4803546.1	PMACD_LOCUS3590
CAJOBZ010000006.1	CAF4803558.1	PMACD_LOCUS3591
CAJOBZ010000006.1	CAF4803573.1	PMACD_LOCUS3592
CAJOBZ010000006.1	CAF4803598.1	PMACD_LOCUS3593
CAJOBZ010000006.1	CAF4803584.1	PMACD_LOCUS3593
CAJOBZ010000006.1	CAF4803611.1	PMACD_LOCUS3594
CAJOBZ010000006.1	CAF4803622.1	PMACD_LOCUS3595
CAJOBZ010000006.1	CAF4803637.1	PMACD_LOCUS3595
CAJOBZ010000006.1	CAF4803651.1	PMACD_LOCUS3596
CAJOBZ010000006.1	CAF4803665.1	PMACD_LOCUS3597
CAJOBZ010000006.1	CAF4803682.1	PMACD_LOCUS3598
CAJOBZ010000006.1	CAF4803697.1	PMACD_LOCUS3599
CAJOBZ010000006.1	CAF4803709.1	PMACD_LOCUS3600
CAJOBZ010000006.1	CAF4803725.1	PMACD_LOCUS3601
CAJOBZ010000006.1	CAF4803740.1	PMACD_LOCUS3602
CAJOBZ010000006.1	CAF4803755.1	PMACD_LOCUS3603
CAJOBZ010000006.1	CAF4803770.1	PMACD_LOCUS3604
CAJOBZ010000006.1	CAF4803785.1	PMACD_LOCUS3605
